original_name,canonical_name,num_similar
KREISVERWALTUNG TRIER-SAARBURG,KREISVERWALTUNG TRIER-SAARBURG,1
KRENN HAUSTECHNIK,KRENN HAUSTECHNIK,1
KREUZBURG GMBH,KREUZBURG GMBH,1
KRITZER GMBH,KRITZER GMBH,1
KRUMBEIN GMBH,KRUMBEIN GMBH,1
KUNSTSTOFF VERTRIEB SERVICE GMBH,KUNSTSTOFF VERTRIEB SERVICE GMBH,1
KUNZ & PETERSEN SANITÄR-U. DACHDECKEREI GMBH,KUNZ & PETERSEN SANITÄR-U. DACHDECKEREI GMBH,1
KURSAWE GMBH,KURSAWE GMBH,1
KURT MÖLLER HEIZUNGSBAU GMBH,KURT MÖLLER HEIZUNGSBAU GMBH,1
KURT PIETSCH GMBH & CO KG,KURT PIETSCH GMBH & CO KG,1
KUTZ & KNOSPE INH. GESCHE ZIEGLER E.K.,KUTZ & KNOSPE INH. GESCHE ZIEGLER E.K.,1
KVG KUNSTOFF-VERTRIEBS KG,KVG KUNSTOFF-VERTRIEBS KG,1
KVG KUNSTSTOFF-VERTRIEBS-KG,KVG KUNSTSTOFF-VERTRIEBS-KG,1
KVS KUNSTSTOFF VERTRIEB,KVS KUNSTSTOFF VERTRIEB,1
KWASNITZA INSTALLATIONEN (INSOLVENZ),KWASNITZA INSTALLATIONEN (INSOLVENZ),1
KÄLTE-KLIMA-SACHSEN GMBH,KÄLTE-KLIMA-SACHSEN GMBH,1
KÄMPF & CO,KÄMPF & CO,1
KÄUFFER & CO. GMBH,KÄUFFER & CO. GMBH,1
KÖHLER GMBH,KÖHLER GMBH,1
KÖLBL GMBH,KÖLBL GMBH,1
KÖNIG & PARTNER GMBH,KÖNIG & PARTNER GMBH,1
KÖNIG PROJEKTBAU GMBH,KÖNIG PROJEKTBAU GMBH,1
KÖPPS GMBH & CO. KG,KÖPPS GMBH & CO. KG,1
KÖRNER GMBH,KÖRNER GMBH,1
KÖSTERMENKE - ELEKTRO - HEIZUNG - SANITÄR,KÖSTERMENKE - ELEKTRO - HEIZUNG - SANITÄR,1
KÖSTERS HAUSTECHNIK GMBH & CO. KG,KÖSTERS HAUSTECHNIK GMBH & CO. KG,1
KÖSTNER FACHZENTRUM GMBH,KÖSTNER FACHZENTRUM GMBH,1
KÜMMEL HAUSTECHNIK,KÜMMEL HAUSTECHNIK,1
KÜRSTEN INSTALLATION UND HEIZUNGSBAU,KÜRSTEN INSTALLATION UND HEIZUNGSBAU,1
L. HELLER GMBH,L. HELLER GMBH,1
"LAABS GMBH FÜR HEIZUNG, SANITÄR UND FLIESEN","LAABS GMBH FÜR HEIZUNG, SANITÄR UND FLIESEN",1
LACHER HEIZUNG SANITÄR GMBH & CO. KG,LACHER HEIZUNG SANITÄR GMBH & CO. KG,1
LAGRANGE TWM GMBH,LAGRANGE TWM GMBH,1
LAHN-DILL-KLINIKEN GMBH MEDI-CENTER WETZLAR,LAHN-DILL-KLINIKEN GMBH MEDI-CENTER WETZLAR,1
LANDEFELD DRUCKLUFT UND,LANDEFELD DRUCKLUFT UND,1
LANDESAUFNAHMEBEHÖRDE NIEDERSACHSEN STANDORT OSNABRÜCK,LANDESAUFNAHMEBEHÖRDE NIEDERSACHSEN STANDORT OSNABRÜCK,1
LANDESBETRIEB LIEGENSCHAFTS- UND BAUBETREUUNG,LANDESBETRIEB LIEGENSCHAFTS- UND BAUBETREUUNG,1
LANDKREIS CUXHAVEN,LANDKREIS CUXHAVEN,1
LANDKREIS SAARLOUIS,LANDKREIS SAARLOUIS,1
LANDRATSAMT ASCHAFFENBURG - FB 12 - KREISHOCHBAUVERWALTUNG,LANDRATSAMT ASCHAFFENBURG - FB 12 - KREISHOCHBAUVERWALTUNG,1
LANDRATSAMT KONSTANZ,LANDRATSAMT KONSTANZ,1
LANDSHAMMER HAUSTECHNIK GMBH,LANDSHAMMER HAUSTECHNIK GMBH,1
LANGNER SANITÄR & HEIZUNGSBAU,LANGNER SANITÄR & HEIZUNGSBAU,1
LARRY STEWART,LARRY STEWART,1
LARS SCHWARZ,LARS SCHWARZ,1
LARS WAGNER,LARS WAGNER,1
LAU HAUSTECHNIK GMBH,LAU HAUSTECHNIK GMBH,1
LAUB MICHAEL,LAUB MICHAEL,1
LAURENZ + SCHWAIGER GMBH,LAURENZ + SCHWAIGER GMBH,1
LAUTER & HERZ HEIZUNG SANITÄR GMBH & CO. KG,LAUTER & HERZ HEIZUNG SANITÄR GMBH & CO. KG,1
LCW HAUSTECHNIK,LCW HAUSTECHNIK,1
LEBERECHT GMBH,LEBERECHT GMBH,1
LECHNER GMBH,LECHNER GMBH,1
LEHNER MATTHIAS,LEHNER MATTHIAS,1
LEHOF-BAD GMBH,LEHOF-BAD GMBH,1
LEIFELS HEIZUNG SANITÄR SOLAR GMBH & CO. KG,LEIFELS HEIZUNG SANITÄR SOLAR GMBH & CO. KG,1
LEINE HAUSTECHNIK GMBH,LEINE HAUSTECHNIK GMBH,1
LEITEC GEBÄUDETECHNIK GMBH,LEITEC GEBÄUDETECHNIK GMBH,1
LEITEC WASSER WÄRME TECHNIK GMBH,LEITEC WASSER WÄRME TECHNIK GMBH,1
LEITERITZ HEIZUNG + SANITÄR,LEITERITZ HEIZUNG + SANITÄR,1
LEITMEIER HEIZUNG SANITÄR,LEITMEIER HEIZUNG SANITÄR,1
LEMKE & KUMMER GMBH,LEMKE & KUMMER GMBH,1
LENGEMANN & EGGERS GMBH & CO. KG,LENGEMANN & EGGERS GMBH & CO. KG,1
LENIGER GMBH,LENIGER GMBH,1
LENIGER GMBH & CO. KG ERFURT,LENIGER GMBH & CO. KG ERFURT,1
LENIGER TECHNISCHER SERVICE GMBH & CO. KG,LENIGER TECHNISCHER SERVICE GMBH & CO. KG,1
LESKER BAUPART GMBH,LESKER BAUPART GMBH,1
LEUTHÄUSER & SCHARFE SANITÄR- UND HEIZUNGS GMBH,LEUTHÄUSER & SCHARFE SANITÄR- UND HEIZUNGS GMBH,1
LEYENDECKER GMBH & CO KG,LEYENDECKER GMBH & CO KG,1
LEYSSER SANITÄR HEIZUNG FLIESEN GMBH,LEYSSER SANITÄR HEIZUNG FLIESEN GMBH,1
LIEBERT GMBH ZENTRALHEIZUNGS- UND LÜFTUNGSBAU,LIEBERT GMBH ZENTRALHEIZUNGS- UND LÜFTUNGSBAU,1
LIEFNER HAUSTECHNIK GMBH,LIEFNER HAUSTECHNIK GMBH,1
LIMPRECHT U. SOHN GMBH,LIMPRECHT U. SOHN GMBH,1
LINAMAR CASTING SOLUTIONS,LINAMAR CASTING SOLUTIONS,1
LINDOW & GEHRKE GBR,LINDOW & GEHRKE GBR,1
LINK GMBH + CO. KG,LINK GMBH + CO. KG,1
LINK GMBH WASSER & WÄRME,LINK GMBH WASSER & WÄRME,1
LINK VS-SCHWENNINGEN KG,LINK VS-SCHWENNINGEN KG,1
LINK3 DEUTSCHLAND GMBH,LINK3 DEUTSCHLAND GMBH,1
LINSS GOTHA GMBH,LINSS GOTHA GMBH,1
LINSS MALSFELD GMBH,LINSS MALSFELD GMBH,1
LINZING & DÖRR GMBH,LINZING & DÖRR GMBH,1
LIPPERT GEBÄUDETECHNIK SERVICES GMBH,LIPPERT GEBÄUDETECHNIK SERVICES GMBH,1
LISSMANN GMBH,LISSMANN GMBH,1
LOEG GMBH,LOEG GMBH,1
LOGISTIK- U.DIENSTLEISTUNGS-ZENTRUM,LOGISTIK- U.DIENSTLEISTUNGS-ZENTRUM,1
LOGISTIK- UND DIENSTLEISTUNGSZENTRU,LOGISTIK- UND DIENSTLEISTUNGSZENTRU,1
LOKO HAUSTECHNIK GMBH,LOKO HAUSTECHNIK GMBH,1
LORENZ GMBH,LORENZ GMBH,1
LORENZ MEIER GMBH,LORENZ MEIER GMBH,1
LOTHAR PFEIL,LOTHAR PFEIL,1
LOTHAR SCHILLING,LOTHAR SCHILLING,1
LOTTER METALL GMBH + CO KG,LOTTER METALL GMBH + CO KG,1
LUCINSKI GMBH,LUCINSKI GMBH,1
LUDGER FRIGGEMANN,LUDGER FRIGGEMANN,1
LUDWIG HAMMER GMBH,LUDWIG HAMMER GMBH,1
LUDWIG RIEDER GMBH & CO. KG,LUDWIG RIEDER GMBH & CO. KG,1
LUDZ MITTE GMBH & CO. KG,LUDZ MITTE GMBH & CO. KG,1
LUICHTL WASSER & WÄRME,LUICHTL WASSER & WÄRME,1
LURZ GMBH,LURZ GMBH,1
LUTZ GMBH,LUTZ GMBH,1
LVF KG VERTR. D. HVW B. STURSBERG,LVF KG VERTR. D. HVW B. STURSBERG,1
LVR-KLINIK BEDBURG-HAU,LVR-KLINIK BEDBURG-HAU,1
LÖFFELHARDT HEILBRONN GMBH,LÖFFELHARDT HEILBRONN GMBH,1
LÖHLE KG,LÖHLE KG,1
LÖRSCH GMBH & CO. KG,LÖRSCH GMBH & CO. KG,1
LÜNEBURGER EISENHANDLUNG W.L. SCHRÖDER GMBH & CO. KG,LÜNEBURGER EISENHANDLUNG W.L. SCHRÖDER GMBH & CO. KG,1
LÜNEBURGER HAUSTECHNIK,LÜNEBURGER HAUSTECHNIK,1
LÜSTRA GMBH & CO. KG,LÜSTRA GMBH & CO. KG,1
M & R HAUSTECHNIK GMBH,M & R HAUSTECHNIK GMBH,1
M-COLOR KAROSSERIE LACKIEREREI GMBH,M-COLOR KAROSSERIE LACKIEREREI GMBH,1
M-S-M BÄDER + WÄRME GMBH,M-S-M BÄDER + WÄRME GMBH,1
M. BACH GMBH,M. BACH GMBH,1
M. BLATZHEIM & SOHN GMBH,M. BLATZHEIM & SOHN GMBH,1
M. BRUDER HEIZUNG - SANITÄR - SOLARTECHNIK,M. BRUDER HEIZUNG - SANITÄR - SOLARTECHNIK,1
M. KLEINHANS INH. STEFAN KLEINHANS,M. KLEINHANS INH. STEFAN KLEINHANS,1
M. KRATZER GMBH,M. KRATZER GMBH,1
M. SENDLER HAUSTECHNIK GBR,M. SENDLER HAUSTECHNIK GBR,1
M. TONTSCH,M. TONTSCH,1
M. TSCHIRLEY - DER BADSPEZIALIST,M. TSCHIRLEY - DER BADSPEZIALIST,1
MACHENTANZ GMBH,MACHENTANZ GMBH,1
MAERTIN & CO. AG,MAERTIN & CO. AG,1
MAIER & SOHN GMBH & CO. KG,MAIER & SOHN GMBH & CO. KG,1
MAIER GMBH,MAIER GMBH,1
MAIK PICKHARDT HEIZUNG-SANITÄR,MAIK PICKHARDT HEIZUNG-SANITÄR,1
MAIK VENTZKE,MAIK VENTZKE,1
MAINMETALL,MAINMETALL,1
MAINOVA AG,MAINOVA AG,1
MALDANER GMBH,MALDANER GMBH,1
MALUAN KUNSTSTOFFEN,MALUAN KUNSTSTOFFEN,1
MANA INGENIEURBAU GMBH,MANA INGENIEURBAU GMBH,1
MANDEL GEBÄUDETECHNIK GMBH,MANDEL GEBÄUDETECHNIK GMBH,1
MANFRED HUTH,MANFRED HUTH,1
MANFRED JUNG,MANFRED JUNG,1
MANFRED KLETT GMBH,MANFRED KLETT GMBH,1
MANFRED THIEL GMBH & CO. KG,MANFRED THIEL GMBH & CO. KG,1
MANFRED TÄNZER GMBH,MANFRED TÄNZER GMBH,1
MANFRED WELSCH GMBH,MANFRED WELSCH GMBH,1
MANFRED WESSELS GMBH + CO. KG,MANFRED WESSELS GMBH + CO. KG,1
MANGELS & MAU GMBH (NEUE FIRMIERUNG UND WAHRSCHEINLICH NEUE VAT),MANGELS & MAU GMBH (NEUE FIRMIERUNG UND WAHRSCHEINLICH NEUE VAT),1
MANUEL BANDEL SANITÄR- UND HEIZUNGSTECHNIK,MANUEL BANDEL SANITÄR- UND HEIZUNGSTECHNIK,1
MANUEL KÄCHLER,MANUEL KÄCHLER,1
MANZELMANN INGO,MANZELMANN INGO,1
MARC KNÖFLER,MARC KNÖFLER,1
MARCEL INGOLD SANITÄR HEIZUNG SOLAR,MARCEL INGOLD SANITÄR HEIZUNG SOLAR,1
MARCEL RENNER,MARCEL RENNER,1
MARCEL STORCK,MARCEL STORCK,1
MARCO MAYER HEIZUNGSBAU,MARCO MAYER HEIZUNGSBAU,1
MARCO MÜLLER C/O BHV IMMOBILIENVERWALTUNG UND MANAGEMENT GMBH,MARCO MÜLLER C/O BHV IMMOBILIENVERWALTUNG UND MANAGEMENT GMBH,1
MARCO SCHMÖLZ,MARCO SCHMÖLZ,1
MARIO EBINGER,MARIO EBINGER,1
MARIO METZGER,MARIO METZGER,1
MARIO PFEIFFER,MARIO PFEIFFER,1
MARION MENZEL,MARION MENZEL,1
MARK ANDREW JEFFERY,MARK ANDREW JEFFERY,1
MARK GASSMANN HEIZUNG & SANITÄR MEISTERBETRIEB E.K.,MARK GASSMANN HEIZUNG & SANITÄR MEISTERBETRIEB E.K.,1
MARKO BOCK SANITÄR HEIZUNG KLEMPNEREI,MARKO BOCK SANITÄR HEIZUNG KLEMPNEREI,1
MARKO FEJA,MARKO FEJA,1
MARKOTA GMBH & CO. KG,MARKOTA GMBH & CO. KG,1
MARKUS NONNENMACHER,MARKUS NONNENMACHER,1
MARKUS PETER HUBER,MARKUS PETER HUBER,1
MARKUS RÖHL,MARKUS RÖHL,1
MARKUS WAHL - MODERNE HEIZTECHNIK UND BÄDER,MARKUS WAHL - MODERNE HEIZTECHNIK UND BÄDER,1
MAROLDT SÀRL,MAROLDT SÀRL,1
MARTIN BOTT HEIZUNG SANITÄR LÜFTUNG,MARTIN BOTT HEIZUNG SANITÄR LÜFTUNG,1
MARTIN DANIELEC,MARTIN DANIELEC,1
MARTIN DONAY,MARTIN DONAY,1
MARTIN EICK,MARTIN EICK,1
MARTIN ERTL GMBH,MARTIN ERTL GMBH,1
MARTIN GRÖTZINGER,MARTIN GRÖTZINGER,1
MARTIN UND VALENTIN NASCHOLD,MARTIN UND VALENTIN NASCHOLD,1
MARTIN WITTHÖFT,MARTIN WITTHÖFT,1
MARTINA GEORGIA MÜLLER,MARTINA GEORGIA MÜLLER,1
MARTINI & WREDE GMBH,MARTINI & WREDE GMBH,1
MARTINKE - NISSAN SANITÄR- UND HEIZUNGSANLAGEN GBR,MARTINKE - NISSAN SANITÄR- UND HEIZUNGSANLAGEN GBR,1
MARTINO INSTALLATIONSTECHNIK,MARTINO INSTALLATIONSTECHNIK,1
"MASANZ, CHRISTIAN","MASANZ, CHRISTIAN",1
MASSMANN GMBH,MASSMANN GMBH,1
MATHIAS MEHMKE SHK,MATHIAS MEHMKE SHK,1
MATTHIAS BENZ HEIZUNGSBAU,MATTHIAS BENZ HEIZUNGSBAU,1
MATTHIAS BEYER INSTALLATION UND HEIZUNGSBAU,MATTHIAS BEYER INSTALLATION UND HEIZUNGSBAU,1
MATTHIAS BOTH & SOHN GMBH,MATTHIAS BOTH & SOHN GMBH,1
MATTHIAS DENECKE,MATTHIAS DENECKE,1
MATTHIAS FRANCESCHI GMBH,MATTHIAS FRANCESCHI GMBH,1
MATTHIAS HABEKOST SYLT GBR,MATTHIAS HABEKOST SYLT GBR,1
MATTHIAS OFFENBACH,MATTHIAS OFFENBACH,1
MATTHIAS RUGE,MATTHIAS RUGE,1
MATTHIAS SCHLEE,MATTHIAS SCHLEE,1
MAUERSBERGER & SONNTAG GMBH & CO. KG,MAUERSBERGER & SONNTAG GMBH & CO. KG,1
MAUS GMBH,MAUS GMBH,1
MAX CARL KG,MAX CARL KG,1
MAX IBACH,MAX IBACH,1
MAX LEONHARD,MAX LEONHARD,1
MAX-PLANCK-INSTITUT FÜR KOHLENFORSCHUNG,MAX-PLANCK-INSTITUT FÜR KOHLENFORSCHUNG,1
MAXEINER GMBH,MAXEINER GMBH,1
MAXIMILIAN IHME,MAXIMILIAN IHME,1
MAXIMILIAN WEIGL,MAXIMILIAN WEIGL,1
MAYER SANITÄR HEIZUNG SPENGLEREI,MAYER SANITÄR HEIZUNG SPENGLEREI,1
MAYR MTL GMBH,MAYR MTL GMBH,1
MBW LUFT- UND KLIMATECHNISCHE ANLAGEN GMBH,MBW LUFT- UND KLIMATECHNISCHE ANLAGEN GMBH,1
ME GEBÄUDETECHNIK GMBH,ME GEBÄUDETECHNIK GMBH,1
MEDDV FACILITY ERNST U. RAUSCH GBR,MEDDV FACILITY ERNST U. RAUSCH GBR,1
MEHL GEBÄUDE MANAGMENT GMBH,MEHL GEBÄUDE MANAGMENT GMBH,1
MEIER HAUSINSTALLATIONEN,MEIER HAUSINSTALLATIONEN,1
MEIER KG,MEIER KG,1
MEIK HERKENRATH,MEIK HERKENRATH,1
MEINELT GMBH,MEINELT GMBH,1
MEIRING & WOLF GMBH,MEIRING & WOLF GMBH,1
MEISTER MAX & SOHN,MEISTER MAX & SOHN,1
MEISTER THERM GMBH,MEISTER THERM GMBH,1
MEISTERBETRIEB GRÜNEWALD SANITÄR UND HEIZUNG,MEISTERBETRIEB GRÜNEWALD SANITÄR UND HEIZUNG,1
MEISTERBETRIEB JUNKER,MEISTERBETRIEB JUNKER,1
MEIWALD INGO,MEIWALD INGO,1
MELE ENERGIETECHNIK GMBH,MELE ENERGIETECHNIK GMBH,1
MEMHARDT HEIZUNG- UND SANITÄR GMBH,MEMHARDT HEIZUNG- UND SANITÄR GMBH,1
MENKE ELEKTRO SANITÄR HAUSTECHNIK GMBH,MENKE ELEKTRO SANITÄR HAUSTECHNIK GMBH,1
MENNEMANN HAUSTECHNIK GMBH,MENNEMANN HAUSTECHNIK GMBH,1
MERK & PARTNER GMBH,MERK & PARTNER GMBH,1
MERZ IMMOBILIEN GMBH & CO. KG C/O NOCTUA ADVIORS GMBH,MERZ IMMOBILIEN GMBH & CO. KG C/O NOCTUA ADVIORS GMBH,1
MESSNER VERSORGUNGSTECHNIK GMBH,MESSNER VERSORGUNGSTECHNIK GMBH,1
METALL EG,METALL EG,1
METALL- UND LÜFTUNGSBAU HOLGER CHEMNITZ,METALL- UND LÜFTUNGSBAU HOLGER CHEMNITZ,1
METALLVERARBEITUNG DURACH,METALLVERARBEITUNG DURACH,1
METEOCONTROL GMBH,METEOCONTROL GMBH,1
METTERNICH HAUSTECHNIK GMBH,METTERNICH HAUSTECHNIK GMBH,1
METZEN,METZEN,1
MEULENDICK GMBH,MEULENDICK GMBH,1
MEYER HAUSTECHNIK,MEYER HAUSTECHNIK,1
MEYER HAUSTECHNIK GMBH,MEYER HAUSTECHNIK GMBH,1
MEYER WERFT GMBH,MEYER WERFT GMBH,1
MF MERCEDÖL GMBH,MF MERCEDÖL GMBH,1
MICHAEL ALEXANDER GRABAU,MICHAEL ALEXANDER GRABAU,1
MICHAEL ARZINGER,MICHAEL ARZINGER,1
MICHAEL DACHAUER,MICHAEL DACHAUER,1
MICHAEL DEI HEIZUNG-SANITÄR,MICHAEL DEI HEIZUNG-SANITÄR,1
MICHAEL DICK,MICHAEL DICK,1
MICHAEL GIESELER,MICHAEL GIESELER,1
MICHAEL HELMLING,MICHAEL HELMLING,1
MICHAEL KÄCHLER,MICHAEL KÄCHLER,1
MICHAEL OEFFLING GMBH,MICHAEL OEFFLING GMBH,1
MICHAEL PAPST,MICHAEL PAPST,1
MICHAEL PLÜCKER,MICHAEL PLÜCKER,1
MICHAEL SCHMORR,MICHAEL SCHMORR,1
MICHAEL SCHÄFFLER GMBH,MICHAEL SCHÄFFLER GMBH,1
MICHAEL UNSIN GMBH HEIZUNG-SANITÄR,MICHAEL UNSIN GMBH HEIZUNG-SANITÄR,1
MICHAEL VOGEL C/O MABO IMMOBILIEN GMBH,MICHAEL VOGEL C/O MABO IMMOBILIEN GMBH,1
MICHAEL WALCHA GMBH,MICHAEL WALCHA GMBH,1
MICHAEL WEYAND HEIZUNG SANITÄR,MICHAEL WEYAND HEIZUNG SANITÄR,1
MICHEL NORBERT,MICHEL NORBERT,1
MICOOGULLARI HEIZUNG-SANITÄR,MICOOGULLARI HEIZUNG-SANITÄR,1
MIEHLE & NOAK HAUSTECHNIK GMBH,MIEHLE & NOAK HAUSTECHNIK GMBH,1
MIELE & CIE. KG,MIELE & CIE. KG,1
MIKE KAISLER SANITÄR & HEIZUNG,MIKE KAISLER SANITÄR & HEIZUNG,1
MIKE MÜLLER HEIZUNG - SANITÄR - SOLARTECHNIK,MIKE MÜLLER HEIZUNG - SANITÄR - SOLARTECHNIK,1
MIKE WENDLER SANITÄR HEIZUNG KLIMA,MIKE WENDLER SANITÄR HEIZUNG KLIMA,1
MILD HAUSTECHNIK GMBH,MILD HAUSTECHNIK GMBH,1
MILDENBERGER E.K.,MILDENBERGER E.K.,1
MILZ GEBÄUDETECHNIK GMBH,MILZ GEBÄUDETECHNIK GMBH,1
MIP IMMOBILIEN GMBH & CO. KG,MIP IMMOBILIEN GMBH & CO. KG,1
MIRO HAUSTECHNIK GMBH,MIRO HAUSTECHNIK GMBH,1
MIT MAIN IMMO TEAM GMBH HAUSVERWALTUNGEN,MIT MAIN IMMO TEAM GMBH HAUSVERWALTUNGEN,1
MKE UNIQUE,MKE UNIQUE,1
ML STEIN GMBH,ML STEIN GMBH,1
MN TGA,MN TGA,1
MOBAU HOPMANN GMBH,MOBAU HOPMANN GMBH,1
MOBAU WIRTZ & CLASSEN GMBH & CO. KG,MOBAU WIRTZ & CLASSEN GMBH & CO. KG,1
MOBI S MOBILE SERVICE GMBH,MOBI S MOBILE SERVICE GMBH,1
MOBIFLEX GMBH - ALEXANDER BERGHOLZ,MOBIFLEX GMBH - ALEXANDER BERGHOLZ,1
MODERNE HEIZTECHNIK MEIER GMBH,MODERNE HEIZTECHNIK MEIER GMBH,1
MOEGLE HAUSVERWALTUNGEN GMBH,MOEGLE HAUSVERWALTUNGEN GMBH,1
MOHS GMBH,MOHS GMBH,1
MONDSEESTR. 22/22A VERTR. D. HAUSVERWALTUNG MAIER GMBH,MONDSEESTR. 22/22A VERTR. D. HAUSVERWALTUNG MAIER GMBH,1
MONIKA SELIG,MONIKA SELIG,1
MONTAGESPEZIS FLÄCHENHEIZUNGSSYSTEME GMBH,MONTAGESPEZIS FLÄCHENHEIZUNGSSYSTEME GMBH,1
MORGENSTERN GEBÄUDETECHNIK GMBH & CO. KG,MORGENSTERN GEBÄUDETECHNIK GMBH & CO. KG,1
MOS GMBH,MOS GMBH,1
MOSECKER GMBH & CO. KG,MOSECKER GMBH & CO. KG,1
MOSECKER GMBH & CO.KG MÜNSTER,MOSECKER GMBH & CO.KG MÜNSTER,1
MRS IMMOBILIEN GMBH,MRS IMMOBILIEN GMBH,1
MSA GMBH,MSA GMBH,1
MSH METALLURGIE- SANITÄR- UND HEIZUNGSGROSSHANDEL GMBH,MSH METALLURGIE- SANITÄR- UND HEIZUNGSGROSSHANDEL GMBH,1
MSH MUTZ SANITÄR- UND HEIZUNG GMBH,MSH MUTZ SANITÄR- UND HEIZUNG GMBH,1
MSW SANITÄR- UND HEIZUNGSBAU GMBH,MSW SANITÄR- UND HEIZUNGSBAU GMBH,1
MUFFENROHR TIEFBAUHANDEL GMBH,MUFFENROHR TIEFBAUHANDEL GMBH,1
MUSIC MEVLIDA,MUSIC MEVLIDA,1
MUTLU TOK MEISTERBETRIEB,MUTLU TOK MEISTERBETRIEB,1
MUTZKE ENERGIESYSTEME GMBH & CO. KG,MUTZKE ENERGIESYSTEME GMBH & CO. KG,1
"MV WALLSTR. 8, C/O MAINE HAUSVERWALTUNG","MV WALLSTR. 8, C/O MAINE HAUSVERWALTUNG",1
MVD - GASARMATUREN,MVD - GASARMATUREN,1
MVD GASARMATUREN,MVD GASARMATUREN,1
MW HEIZUNGSBAU,MW HEIZUNGSBAU,1
MÖLLER HEIZUNGSBAU,MÖLLER HEIZUNGSBAU,1
MÖLLERS GMBH & CO. KG,MÖLLERS GMBH & CO. KG,1
MÖSTL GMBH HEIZUNG SANITÄR SERVICE,MÖSTL GMBH HEIZUNG SANITÄR SERVICE,1
MÖẞNER GMBH & CO. KG,MÖẞNER GMBH & CO. KG,1
MÜGGE HAUSTECHNIK GMBH,MÜGGE HAUSTECHNIK GMBH,1
MÜLHEIMER HANDEL HAUSTECHNIK,MÜLHEIMER HANDEL HAUSTECHNIK,1
MÜLHEIMER HANDEL HAUSTECHNIK GMBH & CO. KG,MÜLHEIMER HANDEL HAUSTECHNIK GMBH & CO. KG,1
MÜLLER + SCHNIGGE OHG,MÜLLER + SCHNIGGE OHG,1
MÜLLER HAUSTECHNIK GMBH,MÜLLER HAUSTECHNIK GMBH,1
MÜLLER NATURSTEINBEARBEITUNG,MÜLLER NATURSTEINBEARBEITUNG,1
MÜLLER OHG,MÜLLER OHG,1
MÜLLERS GMBH,MÜLLERS GMBH,1
MÜNSTERWERK SHK GMBH,MÜNSTERWERK SHK GMBH,1
N.T. STUMBECK GMBH & CO. KG,N.T. STUMBECK GMBH & CO. KG,1
NABENHAUER GMBH & CO.KG,NABENHAUER GMBH & CO.KG,1
NABER GMBH & CO. KG,NABER GMBH & CO. KG,1
NATHAN INDUSTRIES B.V.,NATHAN INDUSTRIES B.V.,1
NATHAN PROJECTS B.V.,NATHAN PROJECTS B.V.,1
NATHAN SYSTEMS,NATHAN SYSTEMS,1
NEBL GDBR,NEBL GDBR,1
NEFF VERMÖGENSVERWALTUNG I GMBH & CO. KG,NEFF VERMÖGENSVERWALTUNG I GMBH & CO. KG,1
NEFIT INDUSTRIAL B.V.,NEFIT INDUSTRIAL B.V.,1
NEOPERL GMBH,NEOPERL GMBH,1
NERLICH & LESSER KG,NERLICH & LESSER KG,1
NESSMANN BAD & HEIZUNG GMBH,NESSMANN BAD & HEIZUNG GMBH,1
NETZE BW GMBH,NETZE BW GMBH,1
NEUE FIRMIERUNG_SCHWENDER GMBH & CO. KG,NEUE FIRMIERUNG_SCHWENDER GMBH & CO. KG,1
NEUGART KG,NEUGART KG,1
NEUNABER & CLAUẞEN GMBH,NEUNABER & CLAUẞEN GMBH,1
NEUTECH,NEUTECH,1
NEUWIRTH HAUSTECHNIK GMBH,NEUWIRTH HAUSTECHNIK GMBH,1
NICLAS LEISNER,NICLAS LEISNER,1
NICO DONNER,NICO DONNER,1
NICO RICHTER SHK,NICO RICHTER SHK,1
NIEHAUS GMBH & CO. KG,NIEHAUS GMBH & CO. KG,1
NIEHOFF-PROCHOTA ENERGIE BAD HEIZUNG GMBH,NIEHOFF-PROCHOTA ENERGIE BAD HEIZUNG GMBH,1
NIETZOLD VERSORGUNGSTECHNIK GMBH,NIETZOLD VERSORGUNGSTECHNIK GMBH,1
NILS WEBER,NILS WEBER,1
NITSCHE GEBÄUDEAUTOMATION UND PROJEKT GMBH,NITSCHE GEBÄUDEAUTOMATION UND PROJEKT GMBH,1
NORBERT DÖRKEN,NORBERT DÖRKEN,1
NORBERT SAUERWEIN,NORBERT SAUERWEIN,1
NORDWEST HANDEL AG,NORDWEST HANDEL AG,1
NORMAN PREUẞER GMBH,NORMAN PREUẞER GMBH,1
NORMI HLS-TECHNIK GMBH,NORMI HLS-TECHNIK GMBH,1
NOWA GMBH,NOWA GMBH,1
NOWITHERM,NOWITHERM,1
NUEROH ROHRHANDEL GMBH,NUEROH ROHRHANDEL GMBH,1
NUPNAU GMBH,NUPNAU GMBH,1
NVIER ARCHITEKTEN,NVIER ARCHITEKTEN,1
OBERAUER GMBH,OBERAUER GMBH,1
"OBERBAYERISCHE HEIMSTÄTTE, GEMEINNÜTZIGE SIEDLUNGSGESELLSCHAFT MBH","OBERBAYERISCHE HEIMSTÄTTE, GEMEINNÜTZIGE SIEDLUNGSGESELLSCHAFT MBH",1
OBUS SANITÄR,OBUS SANITÄR,1
ODA FORMAZIN,ODA FORMAZIN,1
OECHSLE HEIZUNG & SANITÄR,OECHSLE HEIZUNG & SANITÄR,1
OEG GMBH,OEG GMBH,1
OER ELEKTROTECHNIK GMBH,OER ELEKTROTECHNIK GMBH,1
OERTZEN SCHWERIN GMBH,OERTZEN SCHWERIN GMBH,1
